﻿哇平反了，那所谓的吃一包泡面肝脏解毒28天之类的都是……,白水漾,2017-03-09 22:39
﻿【方便面里的“致癌物”，你都知道吗？】泡面方便即食，美味可口，关于它的谣言和误解也是漫天飞舞。诸如“吃泡面就等于吃一堆防腐剂”“吃一包泡面需肝脏解毒32天”等诸如此类的谣言不时在我们的社交圈里“刷脸”。究竟是哪些“致癌物”让泡面无法在食品界实现人气与口碑并存呢？|方便面里的... ​,四川工人日报,
﻿【方便面里的“致癌物” 三大疑凶揭开神秘面纱】泡面方便即食，美味可口，关于它的谣言和误解也是漫天飞舞。诸如“吃泡面就等于吃一堆防腐剂”“油炸泡面会致癌”“多吃泡面会秃顶”“吃一包泡面需肝脏解毒32天”等等诸如此类的谣言不时在我们的社交圈里“刷脸”|方便面里的... ​,我勒个来的,2017-02-19 11:30
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。各位再辛苦也别长吃啊！ ​,用户6200889442,2017-05-10 18:37
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,东莞搜号网,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,奢饰品高级珠宝定制,2017-05-09 08:43
﻿发表了博文《青岛除甲醛提醒吃一包泡面需肝脏解毒32天》吃一包泡面需肝脏解毒32天　　流言一：【吃一包泡面需肝脏解毒32天】面都经过油炸，油中添加了BHT，可怕的是碗装泡面，碗的材质是聚苯乙烯，为防止加|青岛除甲醛... ​,21世纪产品网,
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,粉色大嘴,2017-05-03 14:04
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,白菜小纯纯,
﻿〖一包方便面真需肝脏解毒32天吗〗受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,Beautiful丶Moon,2017-04-08 14:04
﻿【优简舒】泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,优简舒4704安妮爱朵拉,
﻿下班回家路过超市，突然很想吃泡面，而且我想如果要吃我就要吃两包，否则不过瘾。但我在决定性的分叉口选择了回家，因为我知道吃一包泡面需要肝脏解毒一个月。此后，我又想我因为没有吃到泡面带来的不爽而分泌的毒素和吃泡面相比，到底哪个更大 ​,Cindy_101010,2017-04-07 08:44
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,邢台慈铭健康体检,
﻿【吃一包泡面需肝脏解毒32天】泡面都经过油炸，油中添加了BHT(防止食物酸化的安定剂)。可怕的是碗装的泡面，碗的材质是聚苯乙烯，为防止加热后变形，添了BHT，但在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯的危险量是0.001毫克 ，一个碗装泡面所溶解出来的是0.015毫克 ​,深圳市胜辉航科技有限公司,2017-04-03 15:37
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,野村勒识tt,
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,智慧蒙医图门,2017-03-31 16:15
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,王轶柯,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,宇津联骤,2017-03-27 23:23
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,健身塑美学院,
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,护肤达人_朵儿,2017-03-09 22:39
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,幻想暴力狂卉谦宜,
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,给我一个网名115,2017-02-19 11:30
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,东方勿涂东方,2016-03-02 04:01
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,我兴飞翔克致菊,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。但也别无节制哦。 ​,健康养生日誌,2015-12-24 23:49
﻿#你不知道的事#【吃一包泡面需肝脏解毒32天】泡面本身不是一种“健康食品”，它的问题是热量高，营养成分单一，往往还有比较多的盐。作为方便食品，它应该只是作为一种临时应急的食物，而不应该作为常规主食．所以团子告诫大家少吃哦。 ​,长安大学团委,
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,sdfdsflsdkjf_858,2015-12-14 15:25
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,CHEANGSUKI施舜倩,
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,用户5588350650,2015-12-10 15:23
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,江逢鹤477,
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,谭猫咪o0o,2015-12-07 13:33
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,CC团购徐州褒樵,
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,电商之子玫稚廉,2015-12-07 12:55
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。各位再辛苦也别长吃啊！ ​,用户6200889442,2017-05-10 18:37
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,东莞搜号网,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,奢饰品高级珠宝定制,2017-05-09 08:43
﻿发表了博文《青岛除甲醛提醒吃一包泡面需肝脏解毒32天》吃一包泡面需肝脏解毒32天　　流言一：【吃一包泡面需肝脏解毒32天】面都经过油炸，油中添加了BHT，可怕的是碗装泡面，碗的材质是聚苯乙烯，为防止加|青岛除甲醛... ​,21世纪产品网,
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,粉色大嘴,2017-05-03 14:04
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,白菜小纯纯,
﻿〖一包方便面真需肝脏解毒32天吗〗受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,Beautiful丶Moon,2017-04-08 14:04
﻿【优简舒】泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,优简舒4704安妮爱朵拉,
﻿下班回家路过超市，突然很想吃泡面，而且我想如果要吃我就要吃两包，否则不过瘾。但我在决定性的分叉口选择了回家，因为我知道吃一包泡面需要肝脏解毒一个月。此后，我又想我因为没有吃到泡面带来的不爽而分泌的毒素和吃泡面相比，到底哪个更大 ​,Cindy_101010,2017-04-07 08:44
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,邢台慈铭健康体检,
﻿【吃一包泡面，需肝脏解毒32天】泡面都经过油炸，油中添加了BHT（防止食物酸化的安定剂）；碗装泡面塑料碗的材质是聚苯乙烯，为防止加热后变形，添了BHT，冲泡过程遇高温，这些物质就会溶解，人体每天每公斤体重，摄入聚苯乙烯的危险量是0.001毫克 ，一个碗装泡面，所溶解出来的是0.015毫克。 ​,珠海久益商贸有限公司,2017-04-03 15:37
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,每日健康养生小贴士,
﻿#我们爱化学呀# 一直都听说吃泡面没营养，近年来，泡面更是被扣上了一顶“十恶不赦”的帽子，说吃一包泡面肝脏需解毒32天，还有说碗装泡面的碗是用聚苯乙烯制作的，有致癌性……事实真的是这样吗？听听@家庭用药杂志 怎么说。http://t.cn/Rf5ViYn@井冈山大学化学化工学院团委 ​,井大15化学本一班,2017-03-31 16:15
﻿一直都听说吃泡面没营养，近年来，泡面更是被扣上了一顶“十恶不赦”的帽子，说吃一包泡面肝脏需解毒32天，还有说碗装泡面的碗是用聚苯乙烯制作的，有致癌性……事实真的是这样吗？听听@家庭用药杂志 怎么说。|“十恶不赦”... ​,microchipPIC单片机,
﻿【吃一包泡面需肝脏解毒32天】泡面都经过油炸，油中添加了BHT（防止食物酸化的安定剂）；碗装泡面塑料碗的材质是聚苯乙烯，为防止加热后变形，添了BHT，冲泡过程遇高温，这些物质就会溶解，人体每天每公斤体重，摄入聚苯乙烯的危险量是0.001毫克 ，一个碗装泡面，所溶解出来的是0.015毫克。 ​,健康顾问微博,2017-03-27 23:23
﻿吃一包泡面需肝脏解毒32天，你经常吃泡面吗？ ​,阳光远山,
﻿哇平反了，那所谓的吃一包泡面肝脏解毒28天之类的都是……,白水漾,2017-03-09 22:39
﻿【方便面里的“致癌物”，你都知道吗？】泡面方便即食，美味可口，关于它的谣言和误解也是漫天飞舞。诸如“吃泡面就等于吃一堆防腐剂”“吃一包泡面需肝脏解毒32天”等诸如此类的谣言不时在我们的社交圈里“刷脸”。究竟是哪些“致癌物”让泡面无法在食品界实现人气与口碑并存呢？|方便面里的... ​,四川工人日报,
﻿【方便面里的“致癌物” 三大疑凶揭开神秘面纱】泡面方便即食，美味可口，关于它的谣言和误解也是漫天飞舞。诸如“吃泡面就等于吃一堆防腐剂”“油炸泡面会致癌”“多吃泡面会秃顶”“吃一包泡面需肝脏解毒32天”等等诸如此类的谣言不时在我们的社交圈里“刷脸”|方便面里的... ​,我勒个来的,2017-02-19 11:30
﻿吃一包泡面需肝脏解毒32天】泡面都经过油炸，油中添加了BHT(防止食物酸化的安定剂)。可怕的是碗装的泡面，碗的材质是聚苯乙烯，为防止加热后变形，添了BHT，但在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯的危险量是0.001毫克 ，一个碗装泡面所溶解出来的是0.015毫克 ​,文家街道康庄社区,2016-08-08 09:48
﻿【吃一包泡面需肝脏解毒32天】泡面都经过油炸，油中添加了BHT(防止食物酸化的安定剂)。可怕的是碗装的泡面，碗的材质是聚苯乙烯，为防止加热后变形，添了BHT，但在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯的危险量是0.001毫克 ，一个碗装泡面所溶解出来的是0.015毫克 ​,深圳市胜辉航科技有限公司,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,聚健康,2016-07-19 18:31
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,野村勒识tt,
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,智慧蒙医图门,2016-07-09 06:42
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,珠海久益商贸有限公司,
﻿【听健康 | 3分钟泡出的方便面是否真需肝脏解毒32天?】近日，有一种耸人听闻的传言卷土重来，说“吃一包泡面需要肝脏解毒32天”，事实真是如此吗?一起来听听：|【听健康】... ​,大河健康网,2016-06-21 14:23
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,燕郊中医秘方,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,淘白菜总动员,2016-06-19 00:49
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,省钱白菜怡,
﻿"5/5)静送给女孩的 80 句名言""、""白岩松经典语录""等，和食物相克、吃一包泡面需肝脏解毒 32 天、仙人掌能吸辐射一样，以无所不在的方式，冲击着你的心灵。😑 ​",数学教育Mr-Being,2016-06-08 12:33
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,艾希老师,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,王轶柯,2016-06-07 22:00
﻿"#院会君告诉你# 同学们，不管是在学校还是在家里，相信都有懒的时候，泡过泡面吃。那么泡面对人体的危害，你知道多少？吃一包泡面就需要肝脏解毒32天，因为泡面都经过油炸，而且油中往往添加了BHT(防止食物酸化的安定剂)。 BHT本身即是一种致癌物质，会引起肝肿大、染色体异常以及降低生殖能力。泡面 ​
			...展开全文c",清远市技师学院学生会,
﻿【吃一包泡面需肝脏解毒32天】泡面经过油炸，油添加了BHT(防止食物酸化的安定剂)可怕的是碗装泡面，碗的材质是聚苯乙烯，为了防止变形，添了BHT，在冲泡过程遇到高温，这些物质就会溶解出来，人体每天每公斤体重摄入聚苯乙烯危险量是0.001毫克 ，碗装泡面所溶解出来的是0.015毫克 ​,再见or以后,2016-06-05 12:43
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,宇津联骤,
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,艾希老师,2016-05-31 07:07
﻿【一包方便面真需肝脏解毒32天吗】受加班族青睐的“泡面”潜藏着巨大的有害健康的物质抗氧化剂，也就是BHT。甚至有一种说法称：吃一包泡面，需要肝脏解毒32天！营养学专家称，这种说法并没有科学依据。方便面中添加适量的抗氧化剂BHT，不会对人体造成影响。 ​,健身塑美学院,
﻿吃一包泡面需肝脏解毒32天？「null」 网页链接 （分享自 @魅族资讯） ​,龙的传人NDR紫川徵水,2016-05-30 14:20
﻿泡面虽然方便，冲泡容易，口味也可以，但您知道吗？它潜藏着巨大的有害健康的危险因子！经医学临床报告，吃一包泡面就需要肝脏解毒32天。 ​,护肤达人_朵儿,
